ra,dec,period,Vmag,e_Vmag,Icmag,e_Icmag,E(B-V),source,main category,class,V-Ic,e_V-Ic,bmag,e_bmag,rmag,e_rmag,imag,e_imag,period_fo,vamp,e_vamp,bamp,err_ampb,ramp,e_ramp,iamp,e_iamp,vamp_sec,e_vamp_sec,bamp_sec,e_bamp_sec,gmag,bpmag,rpmag,bp-rp
39.8062,-34.4058,0.39544,21.349,0.023,20.808,0.034,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8071,-34.5983,0.56972,21.019,0.029,20.356,0.038,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8079,-34.6161,0.6062,21.266,0.021,20.723,0.031,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8117,-34.8108,0.37554,21.458,0.026,20.847,0.036,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8146,-34.9614,0.36787,21.41,0.024,20.73,0.033,0.03,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8171,-34.7342,0.52025,21.772,0.027,20.639,0.047,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8175,-34.8975,0.36086,21.501,0.024,20.897,0.037,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8179,-34.5108,0.58961,21.233,0.021,20.638,0.03,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8187,-34.4528,0.61559,21.434,0.021,20.675,0.026,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8208,-34.5,0.34337,21.536,0.026,21.056,0.04,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8217,-34.8842,0.65667,21.296,0.024,20.651,0.035,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8242,-34.9253,0.61982,21.405,0.022,20.759,0.031,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8258,-34.4231,0.60807,21.488,0.023,20.791,0.033,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8271,-34.3928,0.36718,21.482,0.026,20.739,0.033,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8279,-34.6017,0.59782,21.278,0.022,20.542,0.03,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8308,-34.4581,0.57484,21.243,0.02,20.651,0.03,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8325,-34.8625,0.39015,21.13,0.021,20.505,0.028,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8329,-34.3394,0.59527,21.512,0.027,20.77,0.036,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8354,-34.5233,0.58372,21.416,0.026,20.86,0.036,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8362,-34.9222,0.68058,21.212,0.02,20.888,0.033,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8367,-34.6906,0.58345,21.419,0.026,20.699,0.035,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8417,-34.3358,0.37861,21.395,0.025,20.953,0.037,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8437,-34.8158,0.22927,21.247,0.022,20.857,0.034,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.845,-34.5961,0.57899,21.624,0.026,21.263,0.042,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8458,-34.8619,0.27457,21.494,0.026,20.919,0.038,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8471,-34.5706,0.56844,21.14,0.017,20.601,0.025,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8475,-34.7611,0.55697,21.603,0.026,20.886,0.036,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8487,-34.6011,0.48273,21.448,0.027,20.842,0.043,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8496,-34.7994,0.36437,21.424,0.023,20.894,0.034,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8512,-34.5369,0.60533,21.111,0.021,20.47,0.027,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8525,-34.5475,0.31414,21.489,0.032,20.349,0.034,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8533,-34.5939,0.36301,21.54,0.029,21.13,0.043,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8542,-34.9122,0.58003,21.387,0.023,20.72,0.033,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8571,-34.5494,0.30638,21.619,0.029,20.963,0.039,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8579,-34.3497,0.21303,21.347,0.024,20.88,0.033,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8608,-34.3317,0.37077,21.342,0.024,20.742,0.032,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8629,-34.4075,0.56955,21.076,0.019,21.057,0.038,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8629,-34.9722,0.35855,21.324,0.024,20.826,0.036,0.029,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8633,-34.3722,0.35446,21.255,0.023,20.656,0.035,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8637,-34.5728,0.58807,21.409,0.028,20.771,0.038,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.865,-34.3567,0.60209,21.486,0.027,20.943,0.041,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8671,-34.4486,0.36294,21.45,0.03,20.838,0.041,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8729,-34.7803,0.55673,21.422,0.033,20.85,0.042,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8975,-34.7089,0.37427,21.466,0.024,20.863,0.038,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8996,-34.8808,0.5347,21.672,0.028,21.106,0.051,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9008,-34.9294,0.58698,21.185,0.018,20.821,0.03,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9025,-34.8336,0.58668,21.352,0.024,20.817,0.041,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9129,-34.4614,0.53957,21.156,0.02,20.569,0.047,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9162,-34.5322,0.53215,21.04,0.021,20.571,0.041,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9167,-34.8272,0.54618,21.412,0.022,20.671,0.03,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9196,-34.8008,0.59347,21.49,0.022,20.776,0.032,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9196,-34.955,0.42792,21.182,0.018,20.767,0.028,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9254,-34.725,0.37873,21.156,0.018,20.434,0.025,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9321,-34.8147,0.55587,21.406,0.02,20.81,0.033,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9325,-34.6997,0.48566,21.342,0.023,20.739,0.034,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9329,-34.8869,0.36035,21.062,0.03,20.364,0.05,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9362,-34.5231,0.66529,21.095,0.018,20.626,0.027,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9383,-34.7206,0.5313,21.206,0.019,20.769,0.031,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9392,-34.9203,0.54338,21.23,0.02,20.894,0.029,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9417,-34.6142,0.45231,21.33,0.027,20.952,0.055,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9433,-34.6917,0.58283,21.327,0.02,20.672,0.033,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9471,-34.4767,0.54003,21.047,0.019,20.505,0.025,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9479,-34.7686,0.60488,21.359,0.02,20.66,0.031,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9496,-34.7928,0.54571,21.273,0.024,20.737,0.057,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9504,-34.5122,0.60799,21.192,0.022,20.796,0.05,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9546,-34.3264,0.35891,21.529,0.018,20.58,0.028,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9554,-34.8253,0.60522,21.282,0.02,20.751,0.031,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9592,-34.8547,0.28219,21.326,0.022,20.794,0.038,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9671,-34.9831,0.59911,21.27,0.021,20.827,0.031,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9675,-34.8589,0.60819,21.511,0.022,20.874,0.033,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9717,-34.9694,0.58228,21.364,0.02,20.79,0.03,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9758,-34.9539,0.57336,21.386,0.023,20.861,0.031,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9783,-34.6003,0.57469,20.99,0.016,20.506,0.025,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9796,-34.5156,0.60635,21.098,0.019,20.413,0.024,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9842,-34.9644,0.62764,21.232,0.019,20.652,0.029,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9862,-34.8106,0.62357,21.352,0.021,20.741,0.032,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9871,-34.7658,0.66851,21.223,0.02,20.772,0.032,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9875,-34.7894,0.56381,21.402,0.022,20.951,0.039,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9892,-34.4328,0.5304,21.145,0.022,20.594,0.045,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9896,-34.7653,0.37903,21.353,0.023,20.757,0.032,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9896,-34.7894,0.62915,21.029,0.015,20.614,0.027,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9904,-34.6744,0.37119,21.239,0.021,20.66,0.03,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9904,-34.7278,0.54618,21.319,0.02,20.73,0.031,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9912,-34.7467,0.60097,21.456,0.019,20.825,0.037,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9937,-34.54,0.59631,21.393,0.021,20.906,0.033,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9967,-34.4917,0.52005,21.498,0.024,20.969,0.037,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9987,-34.9144,0.58734,21.396,0.019,20.696,0.03,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0008,-34.8056,0.60169,21.252,0.024,20.736,0.055,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0008,-34.975,0.4302,21.49,0.024,20.936,0.037,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0029,-34.8094,0.35392,21.465,0.023,20.891,0.035,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0037,-34.825,0.25035,21.51,0.023,20.876,0.037,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0054,-34.3153,0.22549,20.954,0.019,19.899,0.019,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.01,-34.9606,0.56122,21.285,0.021,20.786,0.031,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0121,-34.5833,0.56713,25.2,0.021,18.248,0.034,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0133,-34.6722,0.37063,21.419,0.023,20.83,0.037,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.015,-34.7019,0.56208,21.449,0.02,20.828,0.035,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0162,-34.9703,0.61134,21.288,0.022,20.717,0.031,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0192,-34.8969,0.61239,21.236,0.019,20.84,0.032,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0221,-34.6053,0.54373,21.562,0.02,20.614,0.033,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0258,-34.9331,0.54694,21.381,0.019,20.665,0.029,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0271,-34.7989,0.54081,21.426,0.018,20.912,0.031,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0287,-34.5347,0.45333,21.07,0.051,20.493,0.104,0.022,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0333,-34.9672,0.55902,21.257,0.019,20.806,0.029,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0404,-34.3308,0.58043,21.125,0.016,20.562,0.025,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0467,-34.9617,0.57226,21.29,0.019,20.789,0.03,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0479,-34.6764,0.43355,20.997,0.018,19.783,0.017,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0521,-34.7408,0.39878,21.358,0.022,20.814,0.037,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0529,-34.8839,0.52834,21.583,0.025,20.931,0.035,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0542,-34.7628,0.57579,21.429,0.022,20.953,0.035,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0567,-34.4564,0.56415,21.451,0.023,21.128,0.037,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0567,-34.6297,0.68707,21.06,0.017,20.467,0.026,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0571,-34.3422,0.5246,21.709,0.02,20.93,0.035,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0612,-34.7325,0.53567,21.323,0.021,20.783,0.032,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0646,-34.9653,0.55777,21.33,0.019,20.844,0.03,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0662,-34.6711,0.29779,21.156,0.022,20.665,0.035,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0767,-34.8117,0.54593,21.201,0.02,20.616,0.028,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0771,-34.8128,0.6053,21.391,0.021,20.796,0.031,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0779,-34.9489,0.36807,21.509,0.022,20.698,0.032,0.028,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.08,-34.6397,0.58292,21.154,0.019,20.184,0.022,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0817,-34.7625,0.60872,21.283,0.021,20.59,0.03,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0817,-34.8372,0.5964,21.415,0.023,20.838,0.033,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0833,-34.9006,0.36465,21.5,0.023,20.876,0.033,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0846,-34.7053,0.40942,21.081,0.017,20.438,0.026,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0862,-34.9,0.63054,21.351,0.022,20.835,0.032,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0871,-34.9794,0.45399,21.329,0.02,20.779,0.03,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0896,-34.5106,0.59293,21.025,0.017,20.51,0.024,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0958,-34.9069,0.63076,21.233,0.022,20.824,0.032,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0958,-34.9594,0.38705,21.23,0.02,20.555,0.025,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0987,-34.5858,0.60005,21.149,0.019,20.549,0.027,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1,-34.3625,0.52019,21.438,0.021,20.875,0.035,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1117,-34.7108,0.6023,21.198,0.023,20.711,0.05,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1171,-34.8522,0.37172,21.342,0.019,20.785,0.031,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1254,-34.7397,0.54992,21.185,0.019,20.686,0.029,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1254,-34.7492,0.57363,21.448,0.023,20.882,0.035,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1279,-34.3389,0.57181,21.165,0.02,20.567,0.043,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1358,-34.6914,0.38206,21.196,0.022,20.725,0.029,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1371,-34.8192,0.58273,21.349,0.023,20.849,0.034,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1379,-34.5794,0.65173,21.153,0.022,20.655,0.047,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1417,-34.3228,0.6463,21.264,0.023,20.674,0.05,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.15,-34.9056,0.6135,21.22,0.02,20.675,0.038,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1517,-34.4297,0.56986,21.348,0.024,20.895,0.055,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1525,-34.7017,0.35997,21.498,0.022,21.12,0.039,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1646,-34.7183,0.40765,21.062,0.017,20.456,0.024,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1654,-34.4006,0.558,21.189,0.021,20.764,0.051,0.02,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1667,-34.9558,0.57351,21.458,0.019,20.806,0.032,0.026,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1671,-34.5142,0.6102,21.116,0.02,20.65,0.05,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1742,-34.7542,0.54882,20.976,0.016,20.329,0.022,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1817,-34.75,0.60656,21.332,0.021,20.854,0.032,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1821,-34.7869,0.61617,21.379,0.022,20.892,0.036,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1875,-34.7917,0.55952,21.394,0.022,20.94,0.028,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1929,-34.7228,0.55819,21.485,0.021,20.891,0.032,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1937,-34.7092,0.39124,21.301,0.023,20.659,0.033,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1962,-34.4264,0.53278,21.403,0.023,20.877,0.051,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1971,-34.7825,0.58336,21.287,0.019,20.799,0.031,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1987,-34.6858,0.52797,21.535,0.025,20.793,0.039,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2008,-34.82,0.36012,21.399,0.023,20.747,0.035,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2054,-34.6756,0.36965,21.347,0.021,20.605,0.031,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2067,-34.7678,0.41426,21.339,0.022,20.638,0.027,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.21,-34.4886,0.29547,21.076,0.02,20.591,0.044,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2146,-34.4236,0.58453,21.137,0.021,20.685,0.046,0.021,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2146,-34.8922,0.5711,21.446,0.025,20.902,0.034,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2187,-34.7325,0.35433,21.403,0.022,20.727,0.03,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2287,-34.8342,0.53585,21.452,0.022,20.991,0.034,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.23,-34.8658,0.56743,21.385,0.024,20.895,0.039,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2317,-34.9653,0.38629,21.279,0.021,20.674,0.027,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2329,-34.8322,0.30182,21.098,0.019,20.673,0.027,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2429,-34.7644,0.48111,20.8,0.015,20.059,0.02,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2442,-34.7947,0.62489,21.27,0.021,20.812,0.029,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2462,-34.7261,0.40338,21.337,0.021,20.832,0.032,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2525,-34.9369,0.5613,21.373,0.022,20.834,0.031,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2554,-34.8108,0.34513,21.481,0.024,20.807,0.033,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2567,-34.9394,0.35589,21.361,0.021,20.92,0.033,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2629,-34.9306,0.36591,21.337,0.022,20.835,0.028,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2771,-34.8197,0.5271,21.453,0.024,20.91,0.034,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8175,-34.4011,0.55549,21.729,0.026,21.049,0.039,0.027,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9117,-34.6303,0.60253,21.512,0.029,21.032,0.046,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9137,-34.4531,0.56782,21.434,0.025,20.957,0.035,0.024,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9175,-34.3511,0.64033,21.385,0.021,20.777,0.031,0.023,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9175,-34.5897,0.57367,21.386,0.026,20.823,0.055,0.025,Bersier Wood,RRLyrae,,,,,,,,,,,,,,,,,,,,,,,,,,
