diaObjectId,ra,dec,g_psfFluxMean,r_psfFluxMean,i_psfFluxMean,g_psfFluxSigma,r_psfFluxSigma,i_psfFluxSigma,g_psfFluxChi2,r_psfFluxChi2,i_psfFluxChi2,g_psfFluxStetsonJ,r_psfFluxStetsonJ,i_psfFluxStetsonJ,g_psfFluxMAD,r_psfFluxMAD,i_psfFluxMAD,g_psfFluxNdata,r_psfFluxNdata,i_psfFluxNdata,nDiaSources,Region,Class
604062686048682002,40.05196502801047,-34.65161982072787,1110.0474853515625,1552.3275146484375,-1124.52734375,,3267.763288690178,14186.706092823024,0.0,742.518,1604.41,,4.6229414938043565,8.937816632156984,0.0,2047.76,4422.53,1.0,20.0,10.0,31,Fornax,LPV
604064060438216761,40.05854359326712,-34.392114666166826,,-11838.658203125,-5446.65478515625,,12002.850685275174,16626.569408526837,,3340.27,3432.19,,7.254257047566156,17.989421069612888,,2001.33,5138.26,,24.0,11.0,35,Fornax,LPV
604063373243449374,40.06509852911274,-34.56748977728403,,2784.423095703125,-11680.919921875,,13743.797896195329,38673.87359076271,,8954.09,11202.2,,12.127360104775878,39.72971875993702,,2270.59,33473.2,,17.0,8.0,25,Fornax,LPV
604062686048682015,40.0746027124974,-34.63726828979243,,1616.3814697265625,2158.96142578125,,2859.2688422129554,9384.238862802027,,561.985,1244.52,,4.040365145471721,6.249262542077733,,2706.27,1745.27,,21.0,12.0,33,Fornax,LPV
604064060438216811,40.07939745650059,-34.31292160743912,-2040.6448974609375,-2935.7861328125,20344.30078125,710.0707397460938,6712.058389998067,20567.21548865565,4.52034,3187.82,3478.02,1.2922762031296675,8.699197241796657,14.104240863632986,502.096,2274.15,7602.79,2.0,21.0,10.0,33,Fornax,LPV
604063373243449441,40.08166237480612,-34.54738684697227,,-11391.8291015625,-3905.118408203125,,10772.84529832098,,,4519.97,7.54785e-14,,11.79294482382772,,,4931.33,0.0,,17.0,1.0,18,Fornax,LPV
605447795821772923,40.091231150171815,-34.1085909718874,,2163.529541015625,2009.059326171875,,3628.55029296875,4289.065755453981,,727.686,234.541,,5.732943962256927,4.055155571029519,,2967.63,1551.93,,15.0,8.0,23,Fornax,LPV
604064060438216825,40.09962747242732,-34.30300416821099,-2429.091064453125,3235.664306640625,17984.111328125,853.201904296875,7103.168815626022,6191.29098320884,7.60984,2781.28,397.656,1.9046269478527917,7.249431272707112,4.567932725573973,603.305,1749.19,3166.62,2.0,23.0,10.0,35,Fornax,LPV
604063373243449690,40.09995329885612,-34.47002028861305,,28.87813377380371,-1576.7061767578125,,2252.1751757091224,4038.7310490751092,,703.834,225.324,,3.6726740943502203,3.433200053495735,,1499.04,1535.97,,21.0,9.0,30,Fornax,LPV
604062686048682011,40.10045356729166,-34.68259262078405,,2189.094970703125,69.5054931640625,,4136.008089387919,13313.113157092333,,1216.13,2260.81,,7.060101628334401,13.229621935922854,,3695.93,8682.46,,18.0,10.0,28,Fornax,LPV
